Plan ID*,Rating Area ID*,Tobacco*,Age*,Standard Rate*,Tobacco Rate*
49316MN1070001,Rating Area 8,No Preference,18,260.09,
49316MN1070001,Rating Area 8,No Preference,19,260.09,
49316MN1070001,Rating Area 8,No Preference,20,260.09,
49316MN1070001,Rating Area 8,No Preference,21,292.23,
49316MN1070001,Rating Area 8,No Preference,22,292.23,
49316MN1070001,Rating Area 8,No Preference,23,292.23,
49316MN1070001,Rating Area 8,No Preference,24,292.23,
49316MN1070001,Rating Area 8,No Preference,25,293.4,
49316MN1070001,Rating Area 8,No Preference,26,299.25,
49316MN1070001,Rating Area 8,No Preference,27,306.26,
49316MN1070001,Rating Area 8,No Preference,28,317.66,
49316MN1070001,Rating Area 8,No Preference,29,327.01,
49316MN1070001,Rating Area 8,No Preference,30,331.68,
49316MN1070001,Rating Area 8,No Preference,31,338.7,
49316MN1070001,Rating Area 8,No Preference,32,345.71,
49316MN1070001,Rating Area 8,No Preference,33,350.09,
49316MN1070001,Rating Area 8,No Preference,34,354.77,
49316MN1070001,Rating Area 8,No Preference,35,357.11,
49316MN1070001,Rating Area 8,No Preference,36,359.45,
49316MN1070001,Rating Area 8,No Preference,37,361.78,
49316MN1070001,Rating Area 8,No Preference,38,364.12,
49316MN1070001,Rating Area 8,No Preference,39,368.8,
49316MN1070001,Rating Area 8,No Preference,40,373.47,
49316MN1070001,Rating Area 8,No Preference,41,380.49,
49316MN1070001,Rating Area 8,No Preference,42,387.21,
49316MN1070001,Rating Area 8,No Preference,43,396.56,
49316MN1070001,Rating Area 8,No Preference,44,408.25,
49316MN1070001,Rating Area 8,No Preference,45,421.98,
49316MN1070001,Rating Area 8,No Preference,46,438.35,
49316MN1070001,Rating Area 8,No Preference,47,456.76,
49316MN1070001,Rating Area 8,No Preference,48,477.8,
49316MN1070001,Rating Area 8,No Preference,49,498.55,
49316MN1070001,Rating Area 8,No Preference,50,521.93,
49316MN1070001,Rating Area 8,No Preference,51,545.01,
49316MN1070001,Rating Area 8,No Preference,52,570.44,
49316MN1070001,Rating Area 8,No Preference,53,596.15,
49316MN1070001,Rating Area 8,No Preference,54,623.92,
49316MN1070001,Rating Area 8,No Preference,55,651.68,
49316MN1070001,Rating Area 8,No Preference,56,681.78,
49316MN1070001,Rating Area 8,No Preference,57,712.17,
49316MN1070001,Rating Area 8,No Preference,58,744.61,
49316MN1070001,Rating Area 8,No Preference,59,760.68,
49316MN1070001,Rating Area 8,No Preference,60,793.12,
49316MN1070001,Rating Area 8,No Preference,61,821.17,
