Rating Area ID*,Tobacco*,Age*,Individual Rate*,,Tobacco Rate*
57129MN0220005,Rating Area 7,No Preference,62,989.5,
57129MN0220005,Rating Area 7,No Preference,63,1016.71,
57129MN0220005,Rating Area 7,No Preference,64 and over,1033.23,
57129MN0220005,Rating Area 8,No Preference,0-14,305.25,
57129MN0220005,Rating Area 8,No Preference,15,305.25,
57129MN0220005,Rating Area 8,No Preference,16,305.25,
57129MN0220005,Rating Area 8,No Preference,17,305.25,
57129MN0220005,Rating Area 8,No Preference,18,305.25,
57129MN0220005,Rating Area 8,No Preference,19,305.25,
57129MN0220005,Rating Area 8,No Preference,20,305.25,
57129MN0220005,Rating Area 8,No Preference,21,342.98,
57129MN0220005,Rating Area 8,No Preference,22,342.98,
57129MN0220005,Rating Area 8,No Preference,23,342.98,
57129MN0220005,Rating Area 8,No Preference,24,342.98,
57129MN0220005,Rating Area 8,No Preference,25,344.35,
57129MN0220005,Rating Area 8,No Preference,26,351.21,
57129MN0220005,Rating Area 8,No Preference,27,359.44,
57129MN0220005,Rating Area 8,No Preference,28,372.82,
57129MN0220005,Rating Area 8,No Preference,29,383.79,
57129MN0220005,Rating Area 8,No Preference,30,389.28,
57129MN0220005,Rating Area 8,No Preference,31,397.51,
57129MN0220005,Rating Area 8,No Preference,32,405.75,
57129MN0220005,Rating Area 8,No Preference,33,410.89,
57129MN0220005,Rating Area 8,No Preference,34,416.38,
57129MN0220005,Rating Area 8,No Preference,35,419.12,
57129MN0220005,Rating Area 8,No Preference,36,421.87,
57129MN0220005,Rating Area 8,No Preference,37,424.61,
57129MN0220005,Rating Area 8,No Preference,38,427.35,
57129MN0220005,Rating Area 8,No Preference,39,432.84,
57129MN0220005,Rating Area 8,No Preference,40,438.33,
57129MN0220005,Rating Area 8,No Preference,41,446.56,
57129MN0220005,Rating Area 8,No Preference,42,454.45,
57129MN0220005,Rating Area 8,No Preference,43,465.42,
57129MN0220005,Rating Area 8,No Preference,44,479.14,
57129MN0220005,Rating Area 8,No Preference,45,495.26,
57129MN0220005,Rating Area 8,No Preference,46,514.47,
57129MN0220005,Rating Area 8,No Preference,47,536.08,
57129MN0220005,Rating Area 8,No Preference,48,560.77,
57129MN0220005,Rating Area 8,No Preference,49,585.12,
57129MN0220005,Rating Area 8,No Preference,50,612.56,
57129MN0220005,Rating Area 8,No Preference,51,639.66,
57129MN0220005,Rating Area 8,No Preference,52,669.5,
57129MN0220005,Rating Area 8,No Preference,53,699.68,
57129MN0220005,Rating Area 8,No Preference,54,732.26,
57129MN0220005,Rating Area 8,No Preference,55,764.85,
57129MN0220005,Rating Area 8,No Preference,56,800.17,
57129MN0220005,Rating Area 8,No Preference,57,835.84,
57129MN0220005,Rating Area 8,No Preference,58,873.91,
57129MN0220005,Rating Area 8,No Preference,59,892.78,
57129MN0220005,Rating Area 8,No Preference,60,930.85,
57129MN0220005,Rating Area 8,No Preference,61,963.77,
57129MN0220005,Rating Area 8,No Preference,62,985.38,
57129MN0220005,Rating Area 8,No Preference,63,1012.48,
57129MN0220005,Rating Area 8,No Preference,64 and over,1028.94,
57129MN0220005,Rating Area 9,No Preference,0-14,326.65,
57129MN0220005,Rating Area 9,No Preference,15,326.65,
57129MN0220005,Rating Area 9,No Preference,16,326.65,
57129MN0220005,Rating Area 9,No Preference,17,326.65,
57129MN0220005,Rating Area 9,No Preference,18,326.65,
57129MN0220005,Rating Area 9,No Preference,19,326.65,
57129MN0220005,Rating Area 9,No Preference,20,326.65,
57129MN0220005,Rating Area 9,No Preference,21,367.02,
57129MN0220005,Rating Area 9,No Preference,22,367.02,
57129MN0220005,Rating Area 9,No Preference,23,367.02,
57129MN0220005,Rating Area 9,No Preference,24,367.02,
57129MN0220005,Rating Area 9,No Preference,25,368.49,
57129MN0220005,Rating Area 9,No Preference,26,375.83,
57129MN0220005,Rating Area 9,No Preference,27,384.63,
57129MN0220005,Rating Area 9,No Preference,28,398.95,
57129MN0220005,Rating Area 9,No Preference,29,410.69,
57129MN0220005,Rating Area 9,No Preference,30,416.56,
57129MN0220005,Rating Area 9,No Preference,31,425.37,
57129MN0220005,Rating Area 9,No Preference,32,434.18,
57129MN0220005,Rating Area 9,No Preference,33,439.69,
57129MN0220005,Rating Area 9,No Preference,34,445.56,
57129MN0220005,Rating Area 9,No Preference,35,448.49,
57129MN0220005,Rating Area 9,No Preference,36,451.43,
57129MN0220005,Rating Area 9,No Preference,37,454.37,
57129MN0220005,Rating Area 9,No Preference,38,457.3,
57129MN0220005,Rating Area 9,No Preference,39,463.18,
57129MN0220005,Rating Area 9,No Preference,40,469.05,
57129MN0220005,Rating Area 9,No Preference,41,477.86,
57129MN0220005,Rating Area 9,No Preference,42,486.3,
57129MN0220005,Rating Area 9,No Preference,43,498.04,
57129MN0220005,Rating Area 9,No Preference,44,512.72,
57129MN0220005,Rating Area 9,No Preference,45,529.97,
57129MN0220005,Rating Area 9,No Preference,46,550.53,
57129MN0220005,Rating Area 9,No Preference,47,573.65,
57129MN0220005,Rating Area 9,No Preference,48,600.07,
57129MN0220005,Rating Area 9,No Preference,49,626.13,
57129MN0220005,Rating Area 9,No Preference,50,655.49,
57129MN0220005,Rating Area 9,No Preference,51,684.49,
57129MN0220005,Rating Area 9,No Preference,52,716.42,
57129MN0220005,Rating Area 9,No Preference,53,748.72,
57129MN0220005,Rating Area 9,No Preference,54,783.58,
57129MN0220005,Rating Area 9,No Preference,55,818.45,
57129MN0220005,Rating Area 9,No Preference,56,856.25,
57129MN0220005,Rating Area 9,No Preference,57,894.42,
57129MN0220005,Rating Area 9,No Preference,58,935.16,
57129MN0220005,Rating Area 9,No Preference,59,955.35,
57129MN0220005,Rating Area 9,No Preference,60,996.08,
57129MN0220005,Rating Area 9,No Preference,61,1031.32,
57129MN0220005,Rating Area 9,No Preference,62,1054.44,
57129MN0220005,Rating Area 9,No Preference,63,1083.43,
57129MN0220005,Rating Area 9,No Preference,64 and over,1101.06,
57129MN0220006,Rating Area 1,No Preference,0-14,253.83,
57129MN0220006,Rating Area 1,No Preference,15,253.83,
57129MN0220006,Rating Area 1,No Preference,16,253.83,
57129MN0220006,Rating Area 1,No Preference,17,253.83,
57129MN0220006,Rating Area 1,No Preference,18,253.83,
57129MN0220006,Rating Area 1,No Preference,19,253.83,
57129MN0220006,Rating Area 1,No Preference,20,253.83,
57129MN0220006,Rating Area 1,No Preference,21,285.2,
57129MN0220006,Rating Area 1,No Preference,22,285.2,
57129MN0220006,Rating Area 1,No Preference,23,285.2,
57129MN0220006,Rating Area 1,No Preference,24,285.2,
57129MN0220006,Rating Area 1,No Preference,25,286.34,
57129MN0220006,Rating Area 1,No Preference,26,292.04,
57129MN0220006,Rating Area 1,No Preference,27,298.89,
57129MN0220006,Rating Area 1,No Preference,28,310.01,
57129MN0220006,Rating Area 1,No Preference,29,319.14,
57129MN0220006,Rating Area 1,No Preference,30,323.7,
57129MN0220006,Rating Area 1,No Preference,31,330.55,
57129MN0220006,Rating Area 1,No Preference,32,337.39,
57129MN0220006,Rating Area 1,No Preference,33,341.67,
57129MN0220006,Rating Area 1,No Preference,34,346.23,
57129MN0220006,Rating Area 1,No Preference,35,348.51,
57129MN0220006,Rating Area 1,No Preference,36,350.8,
57129MN0220006,Rating Area 1,No Preference,37,353.08,
57129MN0220006,Rating Area 1,No Preference,38,355.36,
57129MN0220006,Rating Area 1,No Preference,39,359.92,
57129MN0220006,Rating Area 1,No Preference,40,364.49,
57129MN0220006,Rating Area 1,No Preference,41,371.33,
57129MN0220006,Rating Area 1,No Preference,42,377.89,
57129MN0220006,Rating Area 1,No Preference,43,387.02,
57129MN0220006,Rating Area 1,No Preference,44,398.42,
57129MN0220006,Rating Area 1,No Preference,45,411.83,
57129MN0220006,Rating Area 1,No Preference,46,427.8,
57129MN0220006,Rating Area 1,No Preference,47,445.77,
57129MN0220006,Rating Area 1,No Preference,48,466.3,
57129MN0220006,Rating Area 1,No Preference,49,486.55,
57129MN0220006,Rating Area 1,No Preference,50,509.37,
57129MN0220006,Rating Area 1,No Preference,51,531.9,
57129MN0220006,Rating Area 1,No Preference,52,556.71,
57129MN0220006,Rating Area 1,No Preference,53,581.81,
57129MN0220006,Rating Area 1,No Preference,54,608.9,
57129MN0220006,Rating Area 1,No Preference,55,636,
57129MN0220006,Rating Area 1,No Preference,56,665.37,
57129MN0220006,Rating Area 1,No Preference,57,695.03,
57129MN0220006,Rating Area 1,No Preference,58,726.69,
57129MN0220006,Rating Area 1,No Preference,59,742.37,
57129MN0220006,Rating Area 1,No Preference,60,774.03,
57129MN0220006,Rating Area 1,No Preference,61,801.41,
57129MN0220006,Rating Area 1,No Preference,62,819.38,
57129MN0220006,Rating Area 1,No Preference,63,841.91,
57129MN0220006,Rating Area 1,No Preference,64 and over,855.6,
57129MN0220006,Rating Area 2,No Preference,0-14,237.05,
57129MN0220006,Rating Area 2,No Preference,15,237.05,
57129MN0220006,Rating Area 2,No Preference,16,237.05,
57129MN0220006,Rating Area 2,No Preference,17,237.05,
57129MN0220006,Rating Area 2,No Preference,18,237.05,
57129MN0220006,Rating Area 2,No Preference,19,237.05,
57129MN0220006,Rating Area 2,No Preference,20,237.05,
57129MN0220006,Rating Area 2,No Preference,21,266.35,
57129MN0220006,Rating Area 2,No Preference,22,266.35,
57129MN0220006,Rating Area 2,No Preference,23,266.35,
57129MN0220006,Rating Area 2,No Preference,24,266.35,
57129MN0220006,Rating Area 2,No Preference,25,267.41,
57129MN0220006,Rating Area 2,No Preference,26,272.74,
57129MN0220006,Rating Area 2,No Preference,27,279.13,
57129MN0220006,Rating Area 2,No Preference,28,289.52,
57129MN0220006,Rating Area 2,No Preference,29,298.04,
57129MN0220006,Rating Area 2,No Preference,30,302.3,
57129MN0220006,Rating Area 2,No Preference,31,308.69,
57129MN0220006,Rating Area 2,No Preference,32,315.09,
57129MN0220006,Rating Area 2,No Preference,33,319.08,
57129MN0220006,Rating Area 2,No Preference,34,323.34,
57129MN0220006,Rating Area 2,No Preference,35,325.47,
57129MN0220006,Rating Area 2,No Preference,36,327.61,
57129MN0220006,Rating Area 2,No Preference,37,329.74,
57129MN0220006,Rating Area 2,No Preference,38,331.87,
57129MN0220006,Rating Area 2,No Preference,39,336.13,
57129MN0220006,Rating Area 2,No Preference,40,340.39,
57129MN0220006,Rating Area 2,No Preference,41,346.78,
57129MN0220006,Rating Area 2,No Preference,42,352.91,
57129MN0220006,Rating Area 2,No Preference,43,361.43,
57129MN0220006,Rating Area 2,No Preference,44,372.08,
57129MN0220006,Rating Area 2,No Preference,45,384.6,
57129MN0220006,Rating Area 2,No Preference,46,399.52,
57129MN0220006,Rating Area 2,No Preference,47,416.3,
57129MN0220006,Rating Area 2,No Preference,48,435.48,
57129MN0220006,Rating Area 2,No Preference,49,454.39,
57129MN0220006,Rating Area 2,No Preference,50,475.69,
57129MN0220006,Rating Area 2,No Preference,51,496.73,
57129MN0220006,Rating Area 2,No Preference,52,519.91,
57129MN0220006,Rating Area 2,No Preference,53,543.35,
57129MN0220006,Rating Area 2,No Preference,54,568.65,
57129MN0220006,Rating Area 2,No Preference,55,593.95,
57129MN0220006,Rating Area 2,No Preference,56,621.38,
57129MN0220006,Rating Area 2,No Preference,57,649.08,
57129MN0220006,Rating Area 2,No Preference,58,678.65,
57129MN0220006,Rating Area 2,No Preference,59,693.3,
57129MN0220006,Rating Area 2,No Preference,60,722.86,
57129MN0220006,Rating Area 2,No Preference,61,748.43,
57129MN0220006,Rating Area 2,No Preference,62,765.21,
57129MN0220006,Rating Area 2,No Preference,63,786.25,
57129MN0220006,Rating Area 2,No Preference,64 and over,799.05,
57129MN0220006,Rating Area 3,No Preference,0-14,221.21,
57129MN0220006,Rating Area 3,No Preference,15,221.21,
57129MN0220006,Rating Area 3,No Preference,16,221.21,
57129MN0220006,Rating Area 3,No Preference,17,221.21,
57129MN0220006,Rating Area 3,No Preference,18,221.21,
57129MN0220006,Rating Area 3,No Preference,19,221.21,
57129MN0220006,Rating Area 3,No Preference,20,221.21,
57129MN0220006,Rating Area 3,No Preference,21,248.55,
57129MN0220006,Rating Area 3,No Preference,22,248.55,
57129MN0220006,Rating Area 3,No Preference,23,248.55,
57129MN0220006,Rating Area 3,No Preference,24,248.55,
57129MN0220006,Rating Area 3,No Preference,25,249.55,
57129MN0220006,Rating Area 3,No Preference,26,254.52,
57129MN0220006,Rating Area 3,No Preference,27,260.48,
57129MN0220006,Rating Area 3,No Preference,28,270.18,
57129MN0220006,Rating Area 3,No Preference,29,278.13,
57129MN0220006,Rating Area 3,No Preference,30,282.11,
57129MN0220006,Rating Area 3,No Preference,31,288.07,
57129MN0220006,Rating Area 3,No Preference,32,294.04,
57129MN0220006,Rating Area 3,No Preference,33,297.77,
57129MN0220006,Rating Area 3,No Preference,34,301.74,
57129MN0220006,Rating Area 3,No Preference,35,303.73,
57129MN0220006,Rating Area 3,No Preference,36,305.72,
57129MN0220006,Rating Area 3,No Preference,37,307.71,
57129MN0220006,Rating Area 3,No Preference,38,309.7,
57129MN0220006,Rating Area 3,No Preference,39,313.67,
57129MN0220006,Rating Area 3,No Preference,40,317.65,
57129MN0220006,Rating Area 3,No Preference,41,323.62,
57129MN0220006,Rating Area 3,No Preference,42,329.33,
57129MN0220006,Rating Area 3,No Preference,43,337.29,
57129MN0220006,Rating Area 3,No Preference,44,347.23,
57129MN0220006,Rating Area 3,No Preference,45,358.91,
57129MN0220006,Rating Area 3,No Preference,46,372.83,
57129MN0220006,Rating Area 3,No Preference,47,388.49,
57129MN0220006,Rating Area 3,No Preference,48,406.39,
57129MN0220006,Rating Area 3,No Preference,49,424.03,
57129MN0220006,Rating Area 3,No Preference,50,443.92,
57129MN0220006,Rating Area 3,No Preference,51,463.55,
57129MN0220006,Rating Area 3,No Preference,52,485.18,
57129MN0220006,Rating Area 3,No Preference,53,507.05,
57129MN0220006,Rating Area 3,No Preference,54,530.66,
57129MN0220006,Rating Area 3,No Preference,55,554.28,
57129MN0220006,Rating Area 3,No Preference,56,579.88,
57129MN0220006,Rating Area 3,No Preference,57,605.73,
57129MN0220006,Rating Area 3,No Preference,58,633.32,
57129MN0220006,Rating Area 3,No Preference,59,646.99,
57129MN0220006,Rating Area 3,No Preference,60,674.58,
57129MN0220006,Rating Area 3,No Preference,61,698.44,
57129MN0220006,Rating Area 3,No Preference,62,714.1,
57129MN0220006,Rating Area 3,No Preference,63,733.73,
57129MN0220006,Rating Area 3,No Preference,64 and over,745.65,
57129MN0220006,Rating Area 4,No Preference,0-14,244.14,
57129MN0220006,Rating Area 4,No Preference,15,244.14,
57129MN0220006,Rating Area 4,No Preference,16,244.14,
57129MN0220006,Rating Area 4,No Preference,17,244.14,
57129MN0220006,Rating Area 4,No Preference,18,244.14,
57129MN0220006,Rating Area 4,No Preference,19,244.14,
57129MN0220006,Rating Area 4,No Preference,20,244.14,
57129MN0220006,Rating Area 4,No Preference,21,274.31,
57129MN0220006,Rating Area 4,No Preference,22,274.31,
57129MN0220006,Rating Area 4,No Preference,23,274.31,
57129MN0220006,Rating Area 4,No Preference,24,274.31,
57129MN0220006,Rating Area 4,No Preference,25,275.41,
57129MN0220006,Rating Area 4,No Preference,26,280.9,
57129MN0220006,Rating Area 4,No Preference,27,287.48,
57129MN0220006,Rating Area 4,No Preference,28,298.18,
57129MN0220006,Rating Area 4,No Preference,29,306.96,
57129MN0220006,Rating Area 4,No Preference,30,311.34,
57129MN0220006,Rating Area 4,No Preference,31,317.93,
57129MN0220006,Rating Area 4,No Preference,32,324.51,
57129MN0220006,Rating Area 4,No Preference,33,328.63,
57129MN0220006,Rating Area 4,No Preference,34,333.01,
57129MN0220006,Rating Area 4,No Preference,35,335.21,
57129MN0220006,Rating Area 4,No Preference,36,337.4,
57129MN0220006,Rating Area 4,No Preference,37,339.6,
57129MN0220006,Rating Area 4,No Preference,38,341.79,
57129MN0220006,Rating Area 4,No Preference,39,346.18,
57129MN0220006,Rating Area 4,No Preference,40,350.57,
57129MN0220006,Rating Area 4,No Preference,41,357.15,
57129MN0220006,Rating Area 4,No Preference,42,363.46,
57129MN0220006,Rating Area 4,No Preference,43,372.24,
57129MN0220006,Rating Area 4,No Preference,44,383.21,
57129MN0220006,Rating Area 4,No Preference,45,396.11,
57129MN0220006,Rating Area 4,No Preference,46,411.47,
57129MN0220006,Rating Area 4,No Preference,47,428.75,
57129MN0220006,Rating Area 4,No Preference,48,448.5,
57129MN0220006,Rating Area 4,No Preference,49,467.98,
57129MN0220006,Rating Area 4,No Preference,50,489.92,
57129MN0220006,Rating Area 4,No Preference,51,511.59,
57129MN0220006,Rating Area 4,No Preference,52,535.46,
57129MN0220006,Rating Area 4,No Preference,53,559.6,
57129MN0220006,Rating Area 4,No Preference,54,585.66,
57129MN0220006,Rating Area 4,No Preference,55,611.72,
57129MN0220006,Rating Area 4,No Preference,56,639.97,
57129MN0220006,Rating Area 4,No Preference,57,668.5,
57129MN0220006,Rating Area 4,No Preference,58,698.95,
57129MN0220006,Rating Area 4,No Preference,59,714.03,
57129MN0220006,Rating Area 4,No Preference,60,744.48,
57129MN0220006,Rating Area 4,No Preference,61,770.82,
57129MN0220006,Rating Area 4,No Preference,62,788.1,
57129MN0220006,Rating Area 4,No Preference,63,809.77,
57129MN0220006,Rating Area 4,No Preference,64 and over,822.93,
57129MN0220006,Rating Area 5,No Preference,0-14,237.76,
57129MN0220006,Rating Area 5,No Preference,15,237.76,
57129MN0220006,Rating Area 5,No Preference,16,237.76,
57129MN0220006,Rating Area 5,No Preference,17,237.76,
57129MN0220006,Rating Area 5,No Preference,18,237.76,
57129MN0220006,Rating Area 5,No Preference,19,237.76,
57129MN0220006,Rating Area 5,No Preference,20,237.76,
57129MN0220006,Rating Area 5,No Preference,21,267.14,
57129MN0220006,Rating Area 5,No Preference,22,267.14,
57129MN0220006,Rating Area 5,No Preference,23,267.14,
57129MN0220006,Rating Area 5,No Preference,24,267.14,
57129MN0220006,Rating Area 5,No Preference,25,268.21,
57129MN0220006,Rating Area 5,No Preference,26,273.55,
57129MN0220006,Rating Area 5,No Preference,27,279.97,
57129MN0220006,Rating Area 5,No Preference,28,290.38,
57129MN0220006,Rating Area 5,No Preference,29,298.93,
57129MN0220006,Rating Area 5,No Preference,30,303.21,
57129MN0220006,Rating Area 5,No Preference,31,309.62,
57129MN0220006,Rating Area 5,No Preference,32,316.03,
57129MN0220006,Rating Area 5,No Preference,33,320.04,
57129MN0220006,Rating Area 5,No Preference,34,324.31,
57129MN0220006,Rating Area 5,No Preference,35,326.45,
57129MN0220006,Rating Area 5,No Preference,36,328.59,
57129MN0220006,Rating Area 5,No Preference,37,330.72,
57129MN0220006,Rating Area 5,No Preference,38,332.86,
57129MN0220006,Rating Area 5,No Preference,39,337.13,
57129MN0220006,Rating Area 5,No Preference,40,341.41,
57129MN0220006,Rating Area 5,No Preference,41,347.82,
57129MN0220006,Rating Area 5,No Preference,42,353.96,
57129MN0220006,Rating Area 5,No Preference,43,362.51,
57129MN0220006,Rating Area 5,No Preference,44,373.2,
57129MN0220006,Rating Area 5,No Preference,45,385.75,
57129MN0220006,Rating Area 5,No Preference,46,400.71,
57129MN0220006,Rating Area 5,No Preference,47,417.54,
57129MN0220006,Rating Area 5,No Preference,48,436.78,
57129MN0220006,Rating Area 5,No Preference,49,455.74,
57129MN0220006,Rating Area 5,No Preference,50,477.12,
57129MN0220006,Rating Area 5,No Preference,51,498.22,
57129MN0220006,Rating Area 5,No Preference,52,521.46,
57129MN0220006,Rating Area 5,No Preference,53,544.97,
57129MN0220006,Rating Area 5,No Preference,54,570.35,
57129MN0220006,Rating Area 5,No Preference,55,595.73,
57129MN0220006,Rating Area 5,No Preference,56,623.24,
57129MN0220006,Rating Area 5,No Preference,57,651.03,
57129MN0220006,Rating Area 5,No Preference,58,680.68,
57129MN0220006,Rating Area 5,No Preference,59,695.37,
57129MN0220006,Rating Area 5,No Preference,60,725.02,
57129MN0220006,Rating Area 5,No Preference,61,750.67,
57129MN0220006,Rating Area 5,No Preference,62,767.5,
57129MN0220006,Rating Area 5,No Preference,63,788.6,
57129MN0220006,Rating Area 5,No Preference,64 and over,801.42,
57129MN0220006,Rating Area 6,No Preference,0-14,220.27,
57129MN0220006,Rating Area 6,No Preference,15,220.27,
57129MN0220006,Rating Area 6,No Preference,16,220.27,
57129MN0220006,Rating Area 6,No Preference,17,220.27,
57129MN0220006,Rating Area 6,No Preference,18,220.27,
57129MN0220006,Rating Area 6,No Preference,19,220.27,
57129MN0220006,Rating Area 6,No Preference,20,220.27,
57129MN0220006,Rating Area 6,No Preference,21,247.49,
57129MN0220006,Rating Area 6,No Preference,22,247.49,
57129MN0220006,Rating Area 6,No Preference,23,247.49,
57129MN0220006,Rating Area 6,No Preference,24,247.49,
57129MN0220006,Rating Area 6,No Preference,25,248.48,
57129MN0220006,Rating Area 6,No Preference,26,253.43,
57129MN0220006,Rating Area 6,No Preference,27,259.37,
57129MN0220006,Rating Area 6,No Preference,28,269.02,
57129MN0220006,Rating Area 6,No Preference,29,276.94,
57129MN0220006,Rating Area 6,No Preference,30,280.9,
57129MN0220006,Rating Area 6,No Preference,31,286.84,
57129MN0220006,Rating Area 6,No Preference,32,292.78,
57129MN0220006,Rating Area 6,No Preference,33,296.5,
57129MN0220006,Rating Area 6,No Preference,34,300.45,
57129MN0220006,Rating Area 6,No Preference,35,302.43,
57129MN0220006,Rating Area 6,No Preference,36,304.41,
57129MN0220006,Rating Area 6,No Preference,37,306.39,
57129MN0220006,Rating Area 6,No Preference,38,308.37,
57129MN0220006,Rating Area 6,No Preference,39,312.33,
57129MN0220006,Rating Area 6,No Preference,40,316.29,
57129MN0220006,Rating Area 6,No Preference,41,322.23,
57129MN0220006,Rating Area 6,No Preference,42,327.93,
57129MN0220006,Rating Area 6,No Preference,43,335.85,
57129MN0220006,Rating Area 6,No Preference,44,345.75,
57129MN0220006,Rating Area 6,No Preference,45,357.38,
57129MN0220006,Rating Area 6,No Preference,46,371.24,
57129MN0220006,Rating Area 6,No Preference,47,386.83,
57129MN0220006,Rating Area 6,No Preference,48,404.65,
57129MN0220006,Rating Area 6,No Preference,49,422.22,
57129MN0220006,Rating Area 6,No Preference,50,442.02,
57129MN0220006,Rating Area 6,No Preference,51,461.57,
57129MN0220006,Rating Area 6,No Preference,52,483.1,
57129MN0220006,Rating Area 6,No Preference,53,504.88,
57129MN0220006,Rating Area 6,No Preference,54,528.39,
57129MN0220006,Rating Area 6,No Preference,55,551.91,
57129MN0220006,Rating Area 6,No Preference,56,577.4,
57129MN0220006,Rating Area 6,No Preference,57,603.14,
57129MN0220006,Rating Area 6,No Preference,58,630.61,
57129MN0220006,Rating Area 6,No Preference,59,644.22,
57129MN0220006,Rating Area 6,No Preference,60,671.69,
57129MN0220006,Rating Area 6,No Preference,61,695.45,
57129MN0220006,Rating Area 6,No Preference,62,711.04,
57129MN0220006,Rating Area 6,No Preference,63,730.6,
57129MN0220006,Rating Area 6,No Preference,64 and over,742.47,
57129MN0220006,Rating Area 7,No Preference,0-14,226.89,
57129MN0220006,Rating Area 7,No Preference,15,226.89,
57129MN0220006,Rating Area 7,No Preference,16,226.89,
57129MN0220006,Rating Area 7,No Preference,17,226.89,
57129MN0220006,Rating Area 7,No Preference,18,226.89,
57129MN0220006,Rating Area 7,No Preference,19,226.89,
57129MN0220006,Rating Area 7,No Preference,20,226.89,
57129MN0220006,Rating Area 7,No Preference,21,254.93,
57129MN0220006,Rating Area 7,No Preference,22,254.93,
57129MN0220006,Rating Area 7,No Preference,23,254.93,
57129MN0220006,Rating Area 7,No Preference,24,254.93,
57129MN0220006,Rating Area 7,No Preference,25,255.95,
57129MN0220006,Rating Area 7,No Preference,26,261.05,
57129MN0220006,Rating Area 7,No Preference,27,267.16,
57129MN0220006,Rating Area 7,No Preference,28,277.11,
57129MN0220006,Rating Area 7,No Preference,29,285.26,
57129MN0220006,Rating Area 7,No Preference,30,289.34,
57129MN0220006,Rating Area 7,No Preference,31,295.46,
57129MN0220006,Rating Area 7,No Preference,32,301.58,
57129MN0220006,Rating Area 7,No Preference,33,305.4,
57129MN0220006,Rating Area 7,No Preference,34,309.48,
57129MN0220006,Rating Area 7,No Preference,35,311.52,
57129MN0220006,Rating Area 7,No Preference,36,313.56,
57129MN0220006,Rating Area 7,No Preference,37,315.6,
57129MN0220006,Rating Area 7,No Preference,38,317.64,
57129MN0220006,Rating Area 7,No Preference,39,321.72,
57129MN0220006,Rating Area 7,No Preference,40,325.8,
57129MN0220006,Rating Area 7,No Preference,41,331.91,
57129MN0220006,Rating Area 7,No Preference,42,337.78,
57129MN0220006,Rating Area 7,No Preference,43,345.94,
57129MN0220006,Rating Area 7,No Preference,44,356.13,
57129MN0220006,Rating Area 7,No Preference,45,368.11,
57129MN0220006,Rating Area 7,No Preference,46,382.39,
57129MN0220006,Rating Area 7,No Preference,47,398.45,
57129MN0220006,Rating Area 7,No Preference,48,416.81,
57129MN0220006,Rating Area 7,No Preference,49,434.91,
57129MN0220006,Rating Area 7,No Preference,50,455.3,
57129MN0220006,Rating Area 7,No Preference,51,475.44,
57129MN0220006,Rating Area 7,No Preference,52,497.62,
57129MN0220006,Rating Area 7,No Preference,53,520.05,
57129MN0220006,Rating Area 7,No Preference,54,544.27,
57129MN0220006,Rating Area 7,No Preference,55,568.49,
57129MN0220006,Rating Area 7,No Preference,56,594.74,
57129MN0220006,Rating Area 7,No Preference,57,621.26,
57129MN0220006,Rating Area 7,No Preference,58,649.55,
57129MN0220006,Rating Area 7,No Preference,59,663.58,
57129MN0220006,Rating Area 7,No Preference,60,691.87,
57129MN0220006,Rating Area 7,No Preference,61,716.34,
57129MN0220006,Rating Area 7,No Preference,62,732.41,
57129MN0220006,Rating Area 7,No Preference,63,752.54,
57129MN0220006,Rating Area 7,No Preference,64 and over,764.79,
57129MN0220006,Rating Area 8,No Preference,0-14,225.94,
57129MN0220006,Rating Area 8,No Preference,15,225.94,
57129MN0220006,Rating Area 8,No Preference,16,225.94,
57129MN0220006,Rating Area 8,No Preference,17,225.94,
57129MN0220006,Rating Area 8,No Preference,18,225.94,
57129MN0220006,Rating Area 8,No Preference,19,225.94,
57129MN0220006,Rating Area 8,No Preference,20,225.94,
57129MN0220006,Rating Area 8,No Preference,21,253.86,
57129MN0220006,Rating Area 8,No Preference,22,253.86,
57129MN0220006,Rating Area 8,No Preference,23,253.86,
57129MN0220006,Rating Area 8,No Preference,24,253.86,
57129MN0220006,Rating Area 8,No Preference,25,254.88,
57129MN0220006,Rating Area 8,No Preference,26,259.96,
57129MN0220006,Rating Area 8,No Preference,27,266.05,
57129MN0220006,Rating Area 8,No Preference,28,275.95,
57129MN0220006,Rating Area 8,No Preference,29,284.07,
57129MN0220006,Rating Area 8,No Preference,30,288.14,
57129MN0220006,Rating Area 8,No Preference,31,294.23,
57129MN0220006,Rating Area 8,No Preference,32,300.32,
57129MN0220006,Rating Area 8,No Preference,33,304.13,
57129MN0220006,Rating Area 8,No Preference,34,308.19,
57129MN0220006,Rating Area 8,No Preference,35,310.22,
57129MN0220006,Rating Area 8,No Preference,36,312.25,
57129MN0220006,Rating Area 8,No Preference,37,314.28,
57129MN0220006,Rating Area 8,No Preference,38,316.32,
57129MN0220006,Rating Area 8,No Preference,39,320.38,
57129MN0220006,Rating Area 8,No Preference,40,324.44,
57129MN0220006,Rating Area 8,No Preference,41,330.53,
57129MN0220006,Rating Area 8,No Preference,42,336.37,
57129MN0220006,Rating Area 8,No Preference,43,344.49,
57129MN0220006,Rating Area 8,No Preference,44,354.65,
57129MN0220006,Rating Area 8,No Preference,45,366.58,
57129MN0220006,Rating Area 8,No Preference,46,380.8,
57129MN0220006,Rating Area 8,No Preference,47,396.79,
