M00504R04_508,AAFZGA4383113,1/1/2020
M00504R04_508,SSLP1Z4383114,1/1/2020
M00504R04_508,AAFZGA4386215,2/1/2020
M00504R04_508,SSLP1Z4386216,2/1/2020
M00504R04_508,AAFZGA4389117,3/1/2020
M00504R04_508,SSLP1Z4389118,3/1/2020
M00504R04_508,AAFZGA4392219,4/1/2020
M00504R04_508,SSLP1Z4392220,4/1/2020
M00504R04_508,AAFZGA4395221,5/1/2020
M00504R04_508,SSLP1Z4395222,5/1/2020
M00504R04_508,AAFZGA4398323,6/1/2020
M00504R04_508,SSLP1Z4398324,6/1/2020
M00504R04_508,051MD74383125,1/1/2020
M00504R04_508,OSTN2I4383126,1/1/2020
M00504R04_508,051MD74386227,2/1/2020
M00504R04_508,OSTN2I4386228,2/1/2020
M00504R04_508,051MD74389129,3/1/2020
M00504R04_508,OSTN2I4389130,3/1/2020
M00504R04_508,051MD74392231,4/1/2020
M00504R04_508,OSTN2I4392232,4/1/2020
M00504R04_508,051MD74395233,5/1/2020
M00504R04_508,OSTN2I4395234,5/1/2020
M00504R04_508,051MD74398335,6/1/2020
M00504R04_508,OSTN2I4398336,6/1/2020
M00504R04_508,6GYPVN4383137,1/1/2020
M00504R04_508,VDB59H4383138,1/1/2020
M00504R04_508,6GYPVN4386239,2/1/2020
M00504R04_508,VDB59H4386240,2/1/2020
M00504R04_508,VDB59H4389141,3/1/2020
M00504R04_508,6GYPVN4389142,3/1/2020
M00504R04_508,6GYPVN4392243,4/1/2020
M00504R04_508,VDB59H4392244,4/1/2020
M00504R04_508,6GYPVN4395245,5/1/2020
M00504R04_508,VDB59H4395246,5/1/2020
M00504R04_508,VDB59H4398347,6/1/2020
M00504R04_508,6GYPVN4398348,6/1/2020
M00504R04_508,CSI42Q4383149,1/1/2020
M00504R04_508,J1E5TR4383150,1/1/2020
M00504R04_508,CSI42Q4386251,2/1/2020
M00504R04_508,J1E5TR4386252,2/1/2020
M00504R04_508,CSI42Q4389153,3/1/2020
M00504R04_508,J1E5TR4389154,3/1/2020
M00504R04_508,CSI42Q4392255,4/1/2020
M00504R04_508,J1E5TR4392256,4/1/2020
M00504R04_508,CSI42Q4395257,5/1/2020
M00504R04_508,J1E5TR4395258,5/1/2020
M00504R04_508,CSI42Q4398359,6/1/2020
M00504R04_508,J1E5TR4398360,6/1/2020
M00504R04_508,B69RDP4383161,1/1/2020
M00504R04_508,28K1RR4383162,1/1/2020
M00504R04_508,28K1RR4386263,2/1/2020
M00504R04_508,B69RDP4386264,2/1/2020
M00504R04_508,28K1RR4389165,3/1/2020
M00504R04_508,B69RDP4389166,3/1/2020
M00504R04_508,28K1RR4392267,4/1/2020
M00504R04_508,B69RDP4392268,4/1/2020
M00504R04_508,28K1RR4395269,5/1/2020
M00504R04_508,B69RDP4395270,5/1/2020
M00504R04_508,28K1RR4398371,6/1/2020
M00504R04_508,B69RDP4398372,6/1/2020
M00504R04_508,5NFLMG4383173,1/1/2020
M00504R04_508,KC0GZ94383174,1/1/2020
M00504R04_508,5NFLMG4386275,2/1/2020
M00504R04_508,KC0GZ94386276,2/1/2020
M00504R04_508,5NFLMG4389177,3/1/2020
M00504R04_508,KC0GZ94389178,3/1/2020
M00504R04_508,5NFLMG4392279,4/1/2020
M00504R04_508,KC0GZ94392280,4/1/2020
M00504R04_508,5NFLMG4395281,5/1/2020
M00504R04_508,KC0GZ94395282,5/1/2020
M00504R04_508,5NFLMG4398383,6/1/2020
M00504R04_508,KC0GZ94398384,6/1/2020
M00504R04_508,9ZC03Z43831133,1/1/2020
M00504R04_508,P3ABK243831134,1/1/2020
M00504R04_508,9ZC03Z43862135,2/1/2020
M00504R04_508,P3ABK243862136,2/1/2020
M00504R04_508,9ZC03Z43891137,3/1/2020
M00504R04_508,P3ABK243891138,3/1/2020
M00504R04_508,9ZC03Z43922139,4/1/2020
M00504R04_508,P3ABK243922140,4/1/2020
M00504R04_508,P3ABK243952141,5/1/2020
M00504R04_508,9ZC03Z43952142,5/1/2020
M00504R04_508,9ZC03Z43983143,6/1/2020
M00504R04_508,P3ABK243983144,6/1/2020
M00504R04_508,3O0X8I43831205,1/1/2020
M00504R04_508,REBLZM43831206,1/1/2020
M00504R04_508,3O0X8I43862207,2/1/2020
M00504R04_508,REBLZM43862208,2/1/2020
M00504R04_508,REBLZM43891209,3/1/2020
M00504R04_508,3O0X8I43891210,3/1/2020
M00504R04_508,3O0X8I43922211,4/1/2020
M00504R04_508,REBLZM43922212,4/1/2020
M00504R04_508,3O0X8I43952213,5/1/2020
M00504R04_508,REBLZM43952214,5/1/2020
M00504R04_508,3O0X8I43983215,6/1/2020
M00504R04_508,REBLZM43983216,6/1/2020
M00504R04_508,CN2SLH43831217,1/1/2020
M00504R04_508,WPF1FW43831218,1/1/2020
M00504R04_508,CN2SLH43862219,2/1/2020
M00504R04_508,WPF1FW43862220,2/1/2020
M00504R04_508,CN2SLH43891221,3/1/2020
M00504R04_508,WPF1FW43891222,3/1/2020
M00504R04_508,CN2SLH43922223,4/1/2020
M00504R04_508,WPF1FW43922224,4/1/2020
M00504R04_508,CN2SLH43952225,5/1/2020
M00504R04_508,WPF1FW43952226,5/1/2020
M00504R04_508,WPF1FW43983227,6/1/2020
M00504R04_508,CN2SLH43983228,6/1/2020
M00504R04_508,3Z19X943831253,1/1/2020
M00504R04_508,7IU8KL43831254,1/1/2020
M00504R04_508,9GBAIC43831255,1/1/2020
M00504R04_508,NA343831256,1/1/2020
M00504R04_508,3Z19X943862257,2/1/2020
M00504R04_508,7IU8KL43862258,2/1/2020
M00504R04_508,9GBAIC43862259,2/1/2020
M00504R04_508,NA343862260,2/1/2020
M00504R04_508,3Z19X943891261,3/1/2020
M00504R04_508,7IU8KL43891262,3/1/2020
M00504R04_508,9GBAIC43891263,3/1/2020
M00504R04_508,NA343891264,3/1/2020
M00504R04_508,3Z19X943922265,4/1/2020
M00504R04_508,7IU8KL43922266,4/1/2020
M00504R04_508,9GBAIC43922267,4/1/2020
M00504R04_508,NA343922268,4/1/2020
M00504R04_508,3Z19X943952269,5/1/2020
M00504R04_508,7IU8KL43952270,5/1/2020
M00504R04_508,9GBAIC43952271,5/1/2020
M00504R04_508,NA343952272,5/1/2020
M00504R04_508,3Z19X943983273,6/1/2020
M00504R04_508,7IU8KL43983274,6/1/2020
M00504R04_508,9GBAIC43983275,6/1/2020
M00504R04_508,NA343983276,6/1/2020
M00504R04_508,XRRAK843831325,1/1/2020
M00504R04_508,XPANLK43831326,1/1/2020
M00504R04_508,XRRAK843862327,2/1/2020
M00504R04_508,XPANLK43862328,2/1/2020
M00504R04_508,XPANLK43891329,3/1/2020
M00504R04_508,XRRAK843891330,3/1/2020
M00504R04_508,XPANLK43922331,4/1/2020
M00504R04_508,XRRAK843922332,4/1/2020
M00504R04_508,XRRAK843952333,5/1/2020
M00504R04_508,XPANLK43952334,5/1/2020
M00504R04_508,XPANLK43983335,6/1/2020
M00504R04_508,XRRAK843983336,6/1/2020
M00504R04_508,04SAWD43831337,1/1/2020
M00504R04_508,9WZW8743831338,1/1/2020
M00504R04_508,LTJDUB43831339,1/1/2020
M00504R04_508,NA1143831340,1/1/2020
M00504R04_508,04SAWD43862341,2/1/2020
M00504R04_508,9WZW8743862342,2/1/2020
M00504R04_508,LTJDUB43862343,2/1/2020
M00504R04_508,NA1143862344,2/1/2020
M00504R04_508,04SAWD43891345,3/1/2020
M00504R04_508,9WZW8743891346,3/1/2020
M00504R04_508,LTJDUB43891347,3/1/2020
M00504R04_508,NA1143891348,3/1/2020
M00504R04_508,04SAWD43922349,4/1/2020
M00504R04_508,9WZW8743922350,4/1/2020
M00504R04_508,LTJDUB43922351,4/1/2020
M00504R04_508,NA1143922352,4/1/2020
M00504R04_508,04SAWD43952353,5/1/2020
M00504R04_508,9WZW8743952354,5/1/2020
M00504R04_508,LTJDUB43952355,5/1/2020
M00504R04_508,NA1143952356,5/1/2020
M00504R04_508,04SAWD43983357,6/1/2020
M00504R04_508,9WZW8743983358,6/1/2020
M00504R04_508,LTJDUB43983359,6/1/2020
M00504R04_508,NA1143983360,6/1/2020
M00504R04_508,HSO34H43831361,1/1/2020
M00504R04_508,RAHY8K43831362,1/1/2020
M00504R04_508,HSO34H43862363,2/1/2020
M00504R04_508,RAHY8K43862364,2/1/2020
M00504R04_508,HSO34H43891365,3/1/2020
M00504R04_508,RAHY8K43891366,3/1/2020
M00504R04_508,HSO34H43922367,4/1/2020
M00504R04_508,RAHY8K43922368,4/1/2020
M00504R04_508,HSO34H43952369,5/1/2020
M00504R04_508,RAHY8K43952370,5/1/2020
M00504R04_508,HSO34H43983371,6/1/2020
M00504R04_508,RAHY8K43983372,6/1/2020
M00504R04_508,8XSU2X43831373,1/1/2020
M00504R04_508,FXSP6043831374,1/1/2020
M00504R04_508,8XSU2X43862375,2/1/2020
M00504R04_508,FXSP6043862376,2/1/2020
M00504R04_508,8XSU2X43891377,3/1/2020
M00504R04_508,FXSP6043891378,3/1/2020
M00504R04_508,8XSU2X43922379,4/1/2020
M00504R04_508,FXSP6043922380,4/1/2020
M00504R04_508,8XSU2X43952381,5/1/2020
M00504R04_508,FXSP6043952382,5/1/2020
M00504R04_508,8XSU2X43983383,6/1/2020
M00504R04_508,FXSP6043983384,6/1/2020
M00504R04_508,9R7OH343831385,1/1/2020
M00504R04_508,L3QJ6543831386,1/1/2020
M00504R04_508,9R7OH343862387,2/1/2020
M00504R04_508,L3QJ6543862388,2/1/2020
M00504R04_508,9R7OH343891389,3/1/2020
M00504R04_508,L3QJ6543891390,3/1/2020
M00504R04_508,9R7OH343922391,4/1/2020
M00504R04_508,L3QJ6543922392,4/1/2020
M00504R04_508,9R7OH343952393,5/1/2020
M00504R04_508,L3QJ6543952394,5/1/2020
M00504R04_508,9R7OH343983395,6/1/2020
M00504R04_508,L3QJ6543983396,6/1/2020
M00504R04_508,19RBMC43831421,1/1/2020
M00504R04_508,KZDWQV43831422,1/1/2020
M00504R04_508,19RBMC43862423,2/1/2020
M00504R04_508,KZDWQV43862424,2/1/2020
M00504R04_508,19RBMC43891425,3/1/2020
M00504R04_508,KZDWQV43891426,3/1/2020
M00504R04_508,19RBMC43922427,4/1/2020
M00504R04_508,KZDWQV43922428,4/1/2020
M00504R04_508,19RBMC43952429,5/1/2020
M00504R04_508,KZDWQV43952430,5/1/2020
M00504R04_508,19RBMC43983431,6/1/2020
M00504R04_508,KZDWQV43983432,6/1/2020
M00504R04_508,7H4IQX43831505,1/1/2020
M00504R04_508,DI0FEX43831506,1/1/2020
M00504R04_508,KEIPQT43831507,1/1/2020
M00504R04_508,NA443831508,1/1/2020
M00504R04_508,7H4IQX43862509,2/1/2020
M00504R04_508,DI0FEX43862510,2/1/2020
M00504R04_508,KEIPQT43862511,2/1/2020
M00504R04_508,NA443862512,2/1/2020
M00504R04_508,7H4IQX43891513,3/1/2020
M00504R04_508,DI0FEX43891514,3/1/2020
M00504R04_508,KEIPQT43891515,3/1/2020
M00504R04_508,NA443891516,3/1/2020
M00504R04_508,7H4IQX43922517,4/1/2020
M00504R04_508,DI0FEX43922518,4/1/2020
M00504R04_508,KEIPQT43922519,4/1/2020
M00504R04_508,NA443922520,4/1/2020
M00504R04_508,7H4IQX43952521,5/1/2020
M00504R04_508,DI0FEX43952522,5/1/2020
M00504R04_508,KEIPQT43952523,5/1/2020
M00504R04_508,NA443952524,5/1/2020
M00504R04_508,7H4IQX43983525,6/1/2020
